customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02625,Female,0,No,No,40,Yes,Fiber optic,One year,Mailed check,111.46,4479.52,No
CUST02626,Female,0,No,No,22,Yes,No,One year,Electronic check,41.67,923.16,No
CUST02627,Female,0,No,Yes,48,Yes,Fiber optic,Month-to-month,Credit card,106.12,5169.97,No
CUST02628,Female,0,Yes,No,53,Yes,DSL,Month-to-month,Credit card,26.86,1347.42,No
CUST02629,Male,1,Yes,Yes,10,Yes,Fiber optic,One year,Mailed check,46.06,416.56,Yes
CUST02630,Male,0,No,No,18,Yes,Fiber optic,One year,Bank transfer,117.31,2011.57,No
CUST02631,Male,0,No,Yes,49,Yes,Fiber optic,Month-to-month,Credit card,43.12,2120.11,Yes
CUST02632,Male,0,Yes,Yes,71,Yes,Fiber optic,Month-to-month,Mailed check,33.3,2444.33,Yes
CUST02633,Female,0,Yes,No,30,Yes,DSL,Month-to-month,Credit card,105.71,3147.68,Yes
CUST02634,Female,1,No,Yes,19,Yes,DSL,Month-to-month,Bank transfer,31.78,672.09,No
CUST02635,Female,0,Yes,Yes,55,Yes,DSL,Month-to-month,Mailed check,29.75,1670.94,No
CUST02636,Male,0,No,Yes,60,Yes,Fiber optic,Month-to-month,Bank transfer,52.34,3183.74,Yes
CUST02637,Female,0,No,Yes,21,Yes,DSL,Month-to-month,Credit card,83.53,1783.43,Yes
CUST02638,Female,0,Yes,Yes,26,Yes,Fiber optic,One year,Electronic check,91.07,2457.98,No
CUST02639,Female,1,Yes,No,28,Yes,DSL,Month-to-month,Bank transfer,108.12,3017.35,Yes
CUST02640,Male,0,Yes,No,39,Yes,No,Month-to-month,Mailed check,74.09,2923.85,No
CUST02641,Female,0,No,Yes,33,Yes,DSL,Month-to-month,Mailed check,59.34,2050.49,Yes
CUST02642,Male,0,No,No,40,Yes,DSL,Month-to-month,Bank transfer,55.88,2184.03,No
CUST02643,Male,0,No,Yes,29,Yes,Fiber optic,Month-to-month,Electronic check,104.69,3025.25,Yes
CUST02644,Male,0,No,Yes,20,Yes,DSL,One year,Credit card,92.38,1876.34,No
CUST02645,Male,1,No,No,20,Yes,No,Month-to-month,Credit card,110.54,2167.86,No
CUST02646,Female,0,No,Yes,12,Yes,DSL,Two year,Credit card,116.4,1351.76,No
CUST02647,Male,1,Yes,Yes,25,Yes,Fiber optic,Two year,Credit card,50.01,1351.75,No
CUST02648,Male,0,No,Yes,25,Yes,No,One year,Credit card,72.97,1783.65,No
CUST02649,Female,0,No,No,4,No,DSL,One year,Mailed check,83.18,314.4,No
CUST02650,Female,0,No,No,4,Yes,DSL,One year,Mailed check,36.38,156.32,No
CUST02651,Male,0,No,Yes,9,Yes,DSL,Month-to-month,Bank transfer,25.33,249.41,Yes
CUST02652,Female,1,Yes,Yes,15,Yes,Fiber optic,Two year,Bank transfer,106.78,1574.44,No
CUST02653,Male,0,No,Yes,26,Yes,DSL,Month-to-month,Credit card,73.55,1901.9,No
CUST02654,Male,0,Yes,Yes,71,Yes,Fiber optic,Month-to-month,Credit card,77.08,5422.59,Yes
CUST02655,Male,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Credit card,75.49,2387.99,Yes
CUST02656,Male,0,No,No,52,Yes,Fiber optic,One year,Electronic check,95.5,5000.77,Yes
CUST02657,Female,0,No,No,32,Yes,DSL,Month-to-month,Bank transfer,34.55,1150.92,Yes
CUST02658,Male,0,Yes,No,9,Yes,DSL,Two year,Mailed check,81.4,783.51,Yes
CUST02659,Female,0,Yes,No,13,Yes,DSL,Month-to-month,Credit card,66.95,870.11,No
CUST02660,Female,0,No,Yes,56,Yes,Fiber optic,One year,Bank transfer,109.7,6133.36,No
CUST02661,Female,0,Yes,Yes,44,Yes,DSL,Month-to-month,Electronic check,71.96,3100.85,No
CUST02662,Female,0,No,No,30,No,Fiber optic,Month-to-month,Electronic check,114.29,3410.91,Yes
CUST02663,Male,0,No,No,16,Yes,Fiber optic,Month-to-month,Credit card,55.33,893.95,No
CUST02664,Female,0,Yes,Yes,12,Yes,DSL,Month-to-month,Mailed check,116.69,1454.69,Yes
CUST02665,Male,1,No,No,66,Yes,Fiber optic,Month-to-month,Bank transfer,107.52,6999.66,Yes
CUST02666,Female,0,No,Yes,18,Yes,DSL,Two year,Mailed check,78.43,1394.9,No
CUST02667,Female,0,No,Yes,13,Yes,DSL,Month-to-month,Credit card,55.37,606.52,Yes
CUST02668,Male,0,Yes,Yes,24,Yes,DSL,One year,Credit card,57.59,1301.97,No
CUST02669,Male,0,Yes,No,12,Yes,DSL,Month-to-month,Electronic check,97.28,1233.23,No
CUST02670,Male,0,Yes,No,60,Yes,Fiber optic,Month-to-month,Electronic check,78.06,4618.51,Yes
CUST02671,Female,0,No,No,60,Yes,Fiber optic,Month-to-month,Bank transfer,60.16,3615.0,Yes
CUST02672,Female,0,Yes,No,1,Yes,DSL,Month-to-month,Credit card,83.61,134.92,Yes
CUST02673,Male,0,Yes,No,43,Yes,No,Two year,Credit card,93.32,3989.36,No
CUST02674,Male,0,Yes,Yes,55,Yes,Fiber optic,One year,Bank transfer,22.29,1164.74,No
CUST02675,Male,0,No,No,40,Yes,DSL,Month-to-month,Mailed check,28.99,1165.56,Yes
CUST02676,Male,1,No,Yes,64,Yes,DSL,One year,Electronic check,29.45,1962.79,No
CUST02677,Female,0,Yes,Yes,34,No,Fiber optic,Month-to-month,Credit card,43.19,1518.1,Yes
CUST02678,Male,0,Yes,Yes,34,Yes,No,One year,Credit card,62.7,2119.38,No
CUST02679,Male,1,Yes,No,48,Yes,Fiber optic,One year,Mailed check,100.36,4789.43,No
CUST02680,Male,0,No,No,33,Yes,No,One year,Mailed check,55.11,1876.45,No
CUST02681,Male,0,Yes,No,68,Yes,Fiber optic,Month-to-month,Mailed check,21.75,1405.93,No
CUST02682,Female,0,No,No,30,Yes,Fiber optic,Month-to-month,Electronic check,68.34,2097.05,Yes
CUST02683,Male,1,No,No,71,Yes,Fiber optic,Month-to-month,Bank transfer,119.66,8469.33,Yes
CUST02684,Female,0,No,No,71,Yes,Fiber optic,Two year,Credit card,54.9,3823.54,No
CUST02685,Male,1,Yes,No,29,Yes,DSL,Two year,Electronic check,116.13,3279.44,No
CUST02686,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Mailed check,30.13,774.75,Yes
CUST02687,Female,0,No,Yes,34,Yes,DSL,One year,Credit card,37.31,1258.48,No
CUST02688,Male,1,No,No,15,Yes,Fiber optic,Two year,Credit card,92.41,1341.44,No
CUST02689,Female,0,No,Yes,53,Yes,Fiber optic,Month-to-month,Electronic check,70.12,3714.17,Yes
CUST02690,Female,0,No,Yes,17,Yes,Fiber optic,One year,Mailed check,96.51,1612.06,No
CUST02691,Male,0,Yes,Yes,64,Yes,DSL,Month-to-month,Mailed check,106.36,6780.12,Yes
CUST02692,Female,0,Yes,Yes,61,Yes,Fiber optic,Month-to-month,Bank transfer,45.11,2726.9,No
CUST02693,Female,1,No,No,57,Yes,Fiber optic,Month-to-month,Mailed check,88.28,5032.38,Yes
CUST02694,Female,0,No,No,37,Yes,Fiber optic,Month-to-month,Electronic check,80.76,3025.99,No
CUST02695,Female,0,No,Yes,7,Yes,Fiber optic,One year,Bank transfer,106.15,666.6,Yes
CUST02696,Female,0,Yes,Yes,8,No,Fiber optic,Month-to-month,Bank transfer,63.01,571.6,Yes
CUST02697,Female,0,No,Yes,68,Yes,DSL,Month-to-month,Bank transfer,25.19,1665.67,Yes
CUST02698,Female,0,Yes,No,21,Yes,No,Month-to-month,Bank transfer,77.42,1638.63,Yes
CUST02699,Female,0,No,Yes,61,Yes,Fiber optic,Month-to-month,Bank transfer,115.89,7066.38,No
CUST02700,Male,0,Yes,Yes,29,No,DSL,Month-to-month,Electronic check,21.46,581.99,Yes
CUST02701,Male,1,Yes,No,25,Yes,DSL,Month-to-month,Credit card,44.03,1157.52,Yes
CUST02702,Female,0,No,Yes,58,Yes,DSL,Month-to-month,Mailed check,51.61,2953.67,No
CUST02703,Male,0,Yes,No,14,Yes,Fiber optic,One year,Credit card,96.58,1423.06,Yes
CUST02704,Female,1,Yes,No,66,Yes,Fiber optic,Two year,Credit card,52.33,3487.18,Yes
CUST02705,Female,0,Yes,Yes,54,Yes,Fiber optic,Month-to-month,Mailed check,43.91,2333.66,Yes
CUST02706,Male,0,Yes,Yes,67,Yes,Fiber optic,One year,Mailed check,84.86,5625.7,No
CUST02707,Female,0,No,Yes,30,Yes,DSL,Two year,Credit card,24.64,792.46,No
CUST02708,Female,1,No,No,18,Yes,Fiber optic,One year,Mailed check,37.06,610.03,No
CUST02709,Female,0,No,No,54,Yes,DSL,One year,Bank transfer,60.8,3276.54,No
CUST02710,Female,1,No,No,21,Yes,DSL,One year,Mailed check,55.56,1201.6,No
CUST02711,Male,0,No,Yes,53,Yes,Fiber optic,Month-to-month,Mailed check,54.72,2923.34,No
CUST02712,Female,0,Yes,Yes,16,Yes,DSL,Month-to-month,Bank transfer,30.86,483.62,Yes
CUST02713,Female,0,Yes,Yes,28,Yes,Fiber optic,One year,Bank transfer,56.08,1533.76,No
CUST02714,Female,0,Yes,Yes,4,Yes,Fiber optic,Month-to-month,Bank transfer,99.8,435.3,Yes
CUST02715,Male,0,Yes,Yes,55,Yes,Fiber optic,Two year,Mailed check,61.38,3281.85,Yes
CUST02716,Female,0,No,Yes,15,Yes,DSL,One year,Bank transfer,78.62,1192.28,No
CUST02717,Male,0,No,No,64,Yes,Fiber optic,Month-to-month,Bank transfer,36.36,2262.21,Yes
CUST02718,Male,0,Yes,No,65,Yes,No,One year,Electronic check,26.97,1709.19,No
CUST02719,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,Electronic check,108.0,1746.42,Yes
CUST02720,Female,0,Yes,Yes,20,Yes,Fiber optic,One year,Mailed check,53.14,1025.32,Yes
CUST02721,Male,0,Yes,No,64,No,Fiber optic,Month-to-month,Bank transfer,55.03,3579.78,Yes
CUST02722,Female,0,No,No,33,Yes,Fiber optic,Two year,Mailed check,107.77,3591.73,No
CUST02723,Male,0,No,No,69,Yes,Fiber optic,Month-to-month,Electronic check,90.78,6228.94,No
CUST02724,Male,0,No,Yes,69,Yes,Fiber optic,One year,Electronic check,95.63,6587.21,No
CUST02725,Female,0,No,Yes,58,Yes,Fiber optic,Two year,Bank transfer,88.2,5060.42,No
CUST02726,Female,0,No,No,39,Yes,Fiber optic,Month-to-month,Mailed check,30.58,1216.27,Yes
CUST02727,Male,1,No,Yes,36,Yes,Fiber optic,One year,Electronic check,115.8,4247.21,No
CUST02728,Male,0,No,Yes,68,Yes,DSL,Month-to-month,Credit card,110.91,7482.12,Yes
CUST02729,Male,0,Yes,Yes,21,Yes,Fiber optic,One year,Bank transfer,43.62,925.44,No
CUST02730,Male,0,No,Yes,63,Yes,DSL,Month-to-month,Mailed check,100.4,6341.37,Yes
CUST02731,Female,0,Yes,No,6,Yes,DSL,Two year,Credit card,60.94,303.14,No
CUST02732,Female,0,Yes,Yes,24,Yes,DSL,Two year,Bank transfer,88.38,2070.7,No
CUST02733,Female,0,No,No,53,Yes,DSL,Month-to-month,Bank transfer,36.56,1847.26,Yes
CUST02734,Female,0,Yes,No,50,Yes,Fiber optic,Month-to-month,Electronic check,73.86,3721.04,Yes
CUST02735,Female,0,No,Yes,12,No,Fiber optic,One year,Mailed check,32.66,373.94,No
CUST02736,Male,0,Yes,Yes,56,Yes,DSL,Month-to-month,Electronic check,73.62,4086.44,Yes
CUST02737,Female,0,Yes,Yes,15,Yes,Fiber optic,Month-to-month,Credit card,44.36,768.62,Yes
CUST02738,Female,0,Yes,No,40,Yes,DSL,Month-to-month,Credit card,65.25,2519.9,No
CUST02739,Female,0,No,No,41,Yes,Fiber optic,Month-to-month,Credit card,86.8,3623.05,Yes
CUST02740,Female,1,Yes,No,69,Yes,Fiber optic,Month-to-month,Credit card,107.71,7324.29,Yes
CUST02741,Female,0,Yes,No,69,Yes,No,Two year,Credit card,36.53,2494.53,No
CUST02742,Male,0,Yes,No,6,Yes,DSL,One year,Mailed check,109.33,571.05,No
CUST02743,Male,1,No,No,67,Yes,Fiber optic,One year,Mailed check,59.0,3912.0,No
CUST02744,Male,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Bank transfer,104.38,3417.5,Yes
CUST02745,Female,0,No,Yes,43,Yes,No,Month-to-month,Bank transfer,71.25,3028.26,Yes
CUST02746,Male,0,Yes,No,21,Yes,DSL,Month-to-month,Mailed check,106.22,2243.12,Yes
CUST02747,Male,1,Yes,No,65,Yes,Fiber optic,Two year,Bank transfer,86.28,5652.09,Yes
CUST02748,Female,0,Yes,No,17,Yes,DSL,Month-to-month,Electronic check,70.87,1199.13,Yes
CUST02749,Female,0,No,No,8,Yes,Fiber optic,Month-to-month,Mailed check,51.25,426.17,Yes
CUST02750,Female,0,Yes,Yes,64,Yes,DSL,Month-to-month,Electronic check,116.89,7559.01,No
CUST02751,Male,1,Yes,No,28,Yes,Fiber optic,One year,Credit card,100.09,2767.62,No
CUST02752,Male,0,Yes,No,13,Yes,DSL,One year,Credit card,58.12,800.75,No
CUST02753,Female,0,Yes,Yes,13,Yes,Fiber optic,Month-to-month,Bank transfer,36.67,602.99,No
CUST02754,Female,1,No,Yes,38,Yes,Fiber optic,Month-to-month,Mailed check,97.95,3812.81,Yes
CUST02755,Male,0,Yes,No,25,Yes,No,One year,Credit card,118.99,3056.22,No
CUST02756,Male,0,Yes,No,62,Yes,Fiber optic,Month-to-month,Bank transfer,47.9,3006.21,Yes
CUST02757,Female,0,Yes,No,23,Yes,DSL,One year,Electronic check,111.59,2624.13,No
CUST02758,Female,0,Yes,No,21,Yes,DSL,One year,Mailed check,32.54,659.15,No
CUST02759,Male,1,No,No,54,Yes,DSL,One year,Bank transfer,115.22,6217.81,No
CUST02760,Female,0,Yes,No,63,Yes,Fiber optic,One year,Credit card,94.53,5945.51,No
CUST02761,Male,0,Yes,Yes,30,Yes,Fiber optic,Two year,Electronic check,54.66,1606.63,Yes
CUST02762,Male,0,No,Yes,68,Yes,Fiber optic,Two year,Electronic check,50.46,3438.61,Yes
CUST02763,Male,0,Yes,No,32,Yes,DSL,Month-to-month,Bank transfer,84.34,2672.65,No
CUST02764,Male,1,Yes,No,24,Yes,Fiber optic,Month-to-month,Mailed check,79.35,1907.51,Yes
CUST02765,Female,0,Yes,No,7,No,Fiber optic,One year,Bank transfer,111.89,714.19,Yes
CUST02766,Female,0,No,Yes,1,Yes,No,Month-to-month,Credit card,96.62,69.95,Yes
CUST02767,Male,0,Yes,No,3,No,Fiber optic,Two year,Mailed check,74.04,287.9,No
CUST02768,Male,1,No,Yes,28,Yes,DSL,Month-to-month,Credit card,112.76,3167.03,Yes
CUST02769,Male,0,No,Yes,43,Yes,DSL,Two year,Electronic check,79.27,3475.35,No
CUST02770,Male,0,No,No,46,Yes,DSL,Month-to-month,Electronic check,104.97,4798.34,No
CUST02771,Male,0,No,Yes,1,No,Fiber optic,One year,Credit card,104.09,91.68,Yes
CUST02772,Female,0,No,No,38,Yes,Fiber optic,Month-to-month,Credit card,111.92,4263.71,No
CUST02773,Female,0,No,Yes,35,Yes,DSL,Two year,Electronic check,26.76,926.87,No
CUST02774,Female,0,No,No,54,Yes,DSL,Month-to-month,Bank transfer,78.38,4162.81,No
CUST02775,Female,0,Yes,No,24,Yes,DSL,Month-to-month,Bank transfer,66.84,1632.5,No
CUST02776,Male,0,Yes,Yes,28,Yes,No,Month-to-month,Bank transfer,69.05,1884.12,No
CUST02777,Male,0,No,Yes,22,Yes,DSL,Two year,Credit card,65.99,1451.26,No
CUST02778,Male,1,No,Yes,16,No,DSL,Month-to-month,Credit card,103.75,1553.48,No
CUST02779,Male,0,No,No,13,Yes,DSL,One year,Electronic check,51.84,641.49,No
CUST02780,Male,1,No,Yes,62,Yes,Fiber optic,One year,Mailed check,66.28,4103.05,Yes
CUST02781,Female,0,No,Yes,43,Yes,Fiber optic,Two year,Bank transfer,40.07,1751.08,No
CUST02782,Male,0,No,No,32,Yes,Fiber optic,One year,Bank transfer,45.17,1383.67,No
CUST02783,Female,1,Yes,No,67,Yes,DSL,Month-to-month,Bank transfer,86.04,5720.12,No
CUST02784,Female,0,Yes,Yes,57,Yes,Fiber optic,One year,Electronic check,31.69,1894.54,No
CUST02785,Female,0,No,Yes,65,Yes,DSL,One year,Mailed check,38.78,2618.96,No
CUST02786,Female,1,No,Yes,69,Yes,No,Month-to-month,Mailed check,72.8,5048.94,Yes
CUST02787,Male,0,No,No,49,Yes,DSL,Month-to-month,Mailed check,24.38,1258.6,No
CUST02788,Female,0,Yes,No,33,No,DSL,Month-to-month,Bank transfer,32.69,1059.02,No
CUST02789,Female,0,No,Yes,19,Yes,Fiber optic,Month-to-month,Credit card,106.34,2053.13,Yes
CUST02790,Female,0,Yes,No,36,No,DSL,Month-to-month,Bank transfer,104.61,3796.11,Yes
CUST02791,Male,0,Yes,Yes,70,Yes,DSL,One year,Mailed check,54.78,3787.52,No
CUST02792,Male,0,Yes,Yes,15,Yes,Fiber optic,Two year,Electronic check,54.8,831.83,No
CUST02793,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Mailed check,113.65,2712.83,No
CUST02794,Female,0,No,Yes,27,Yes,Fiber optic,One year,Bank transfer,22.58,628.05,No
CUST02795,Female,0,Yes,Yes,49,Yes,Fiber optic,Month-to-month,Credit card,78.03,3796.72,Yes
CUST02796,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Mailed check,79.74,1761.28,Yes
CUST02797,Female,0,Yes,Yes,33,Yes,Fiber optic,One year,Credit card,98.79,3260.93,No
CUST02798,Male,0,Yes,Yes,41,Yes,Fiber optic,Two year,Mailed check,115.18,4763.91,No
CUST02799,Male,0,No,No,56,Yes,Fiber optic,Month-to-month,Credit card,55.58,3154.02,No
CUST02800,Female,0,Yes,Yes,29,Yes,DSL,Month-to-month,Credit card,63.78,1760.81,Yes
CUST02801,Female,0,No,Yes,31,Yes,DSL,Month-to-month,Mailed check,87.13,2710.15,No
CUST02802,Female,0,Yes,No,65,Yes,Fiber optic,Month-to-month,Electronic check,116.73,7621.88,No
CUST02803,Female,1,No,No,18,Yes,Fiber optic,One year,Bank transfer,109.08,1970.29,No
CUST02804,Male,0,Yes,No,6,Yes,Fiber optic,One year,Bank transfer,86.71,563.49,No
CUST02805,Male,0,No,Yes,52,Yes,DSL,One year,Mailed check,105.67,5424.31,No
CUST02806,Male,0,No,No,40,Yes,DSL,Month-to-month,Credit card,28.52,1083.55,No
CUST02807,Male,0,No,Yes,65,Yes,DSL,Two year,Bank transfer,57.71,3780.62,No
CUST02808,Male,1,Yes,No,42,Yes,DSL,Month-to-month,Credit card,21.31,877.61,Yes
CUST02809,Female,1,No,Yes,68,Yes,Fiber optic,One year,Electronic check,37.75,2625.65,Yes
CUST02810,Male,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Mailed check,83.05,2672.94,Yes
CUST02811,Male,0,No,No,10,Yes,Fiber optic,Two year,Electronic check,108.56,1040.83,No
CUST02812,Male,1,No,Yes,69,Yes,Fiber optic,One year,Credit card,83.28,5699.03,No
CUST02813,Female,1,Yes,Yes,9,Yes,Fiber optic,Two year,Credit card,86.41,683.85,No
CUST02814,Female,0,No,No,69,Yes,No,Month-to-month,Mailed check,30.38,2130.59,Yes
CUST02815,Female,0,No,Yes,61,Yes,Fiber optic,One year,Credit card,86.49,5270.05,No
CUST02816,Female,0,Yes,Yes,11,Yes,Fiber optic,One year,Mailed check,65.43,765.55,Yes
CUST02817,Male,1,No,Yes,68,No,Fiber optic,One year,Mailed check,85.14,5802.41,No
CUST02818,Male,0,No,No,8,Yes,No,Month-to-month,Electronic check,52.62,426.69,No
CUST02819,Female,0,No,No,49,Yes,Fiber optic,Month-to-month,Bank transfer,78.15,3870.12,No
CUST02820,Female,0,No,No,24,Yes,No,Month-to-month,Bank transfer,62.41,1492.94,Yes
CUST02821,Male,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Credit card,75.86,2486.76,Yes
CUST02822,Male,0,No,No,19,Yes,Fiber optic,Two year,Bank transfer,34.71,659.48,No
CUST02823,Female,1,No,No,2,Yes,Fiber optic,One year,Credit card,59.58,161.25,Yes
CUST02824,Female,0,No,No,55,Yes,DSL,Month-to-month,Bank transfer,57.43,3111.56,No
CUST02825,Female,0,No,No,11,Yes,DSL,Two year,Electronic check,93.64,1076.28,No
CUST02826,Female,0,No,Yes,17,Yes,Fiber optic,Month-to-month,Bank transfer,90.64,1544.05,Yes
CUST02827,Male,0,No,Yes,42,Yes,DSL,Month-to-month,Credit card,110.89,4638.18,No
CUST02828,Male,0,No,Yes,61,No,Fiber optic,Month-to-month,Credit card,83.21,5084.97,Yes
CUST02829,Male,0,No,Yes,3,Yes,DSL,Two year,Bank transfer,51.45,213.17,Yes
CUST02830,Female,0,Yes,No,35,Yes,DSL,One year,Mailed check,98.32,3499.65,No
CUST02831,Female,0,Yes,Yes,66,Yes,Fiber optic,Month-to-month,Electronic check,69.7,4619.8,Yes
CUST02832,Male,0,Yes,Yes,1,Yes,Fiber optic,One year,Mailed check,39.35,70.65,Yes
CUST02833,Male,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Bank transfer,94.74,665.34,Yes
CUST02834,Male,1,No,Yes,20,No,DSL,Month-to-month,Mailed check,33.25,635.76,No
CUST02835,Male,1,No,Yes,43,Yes,Fiber optic,Month-to-month,Bank transfer,37.82,1648.51,No
CUST02836,Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Credit card,95.88,552.84,Yes
CUST02837,Male,0,Yes,No,55,Yes,DSL,Two year,Mailed check,97.01,5284.22,No
CUST02838,Male,1,Yes,Yes,21,Yes,DSL,One year,Electronic check,99.08,2059.56,No
CUST02839,Male,0,No,Yes,51,No,Fiber optic,Month-to-month,Mailed check,49.33,2433.73,Yes
CUST02840,Male,0,No,Yes,46,Yes,DSL,Month-to-month,Credit card,106.66,4844.43,Yes
CUST02841,Male,1,Yes,Yes,35,Yes,Fiber optic,Month-to-month,Credit card,92.27,3330.91,Yes
CUST02842,Male,0,Yes,No,8,Yes,DSL,Month-to-month,Credit card,103.4,883.5,Yes
CUST02843,Male,0,Yes,Yes,68,Yes,Fiber optic,Month-to-month,Mailed check,90.86,6166.47,Yes
CUST02844,Female,1,Yes,No,16,Yes,DSL,Month-to-month,Credit card,77.96,1273.47,Yes
CUST02845,Female,0,Yes,Yes,67,No,No,One year,Credit card,30.94,2025.45,No
CUST02846,Female,0,No,No,71,Yes,Fiber optic,Month-to-month,Mailed check,91.09,6500.47,Yes
CUST02847,Female,0,Yes,No,64,Yes,DSL,Month-to-month,Mailed check,89.05,5712.26,No
CUST02848,Male,0,No,No,2,Yes,Fiber optic,Two year,Bank transfer,51.25,67.25,No
CUST02849,Female,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,Mailed check,93.58,77.42,Yes
CUST02850,Female,0,Yes,Yes,58,No,Fiber optic,Month-to-month,Credit card,75.05,4333.27,No
CUST02851,Male,1,No,No,1,Yes,Fiber optic,Month-to-month,Electronic check,75.94,118.44,Yes
CUST02852,Male,0,Yes,Yes,7,Yes,DSL,Month-to-month,Credit card,56.76,393.25,Yes
CUST02853,Female,0,No,Yes,69,Yes,Fiber optic,Month-to-month,Credit card,31.68,2107.01,No
CUST02854,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Credit card,41.69,727.98,Yes
CUST02855,Male,0,Yes,Yes,32,Yes,Fiber optic,Two year,Mailed check,96.88,3061.04,No
CUST02856,Female,0,Yes,No,45,Yes,Fiber optic,One year,Electronic check,47.14,2047.4,No
CUST02857,Male,1,No,Yes,33,No,DSL,One year,Credit card,20.23,629.53,No
CUST02858,Male,1,No,Yes,49,Yes,DSL,Month-to-month,Mailed check,119.7,5757.37,Yes
CUST02859,Male,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Bank transfer,41.07,1308.77,No
CUST02860,Male,0,No,No,71,Yes,Fiber optic,Month-to-month,Electronic check,85.54,6083.15,Yes
CUST02861,Female,0,Yes,No,68,Yes,DSL,Month-to-month,Electronic check,112.69,7685.61,Yes
CUST02862,Male,0,No,No,28,Yes,DSL,Month-to-month,Mailed check,79.97,2264.33,No
CUST02863,Male,0,Yes,Yes,53,Yes,Fiber optic,Month-to-month,Bank transfer,99.9,5342.57,No
CUST02864,Female,0,No,Yes,44,Yes,DSL,Month-to-month,Credit card,117.64,5235.54,No
CUST02865,Male,1,No,Yes,55,Yes,DSL,Month-to-month,Bank transfer,106.04,5780.97,No
CUST02866,Female,0,Yes,No,10,Yes,DSL,Month-to-month,Electronic check,75.79,689.07,Yes
CUST02867,Female,0,No,Yes,14,Yes,No,Month-to-month,Mailed check,56.37,791.31,No
CUST02868,Female,0,No,Yes,36,Yes,No,Month-to-month,Bank transfer,68.25,2484.33,Yes
CUST02869,Male,0,No,Yes,34,Yes,Fiber optic,Month-to-month,Credit card,104.18,3500.35,Yes
CUST02870,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Bank transfer,105.34,1909.35,Yes
CUST02871,Female,0,No,No,16,Yes,DSL,Month-to-month,Bank transfer,104.59,1764.57,Yes
CUST02872,Male,0,No,Yes,37,Yes,DSL,Month-to-month,Mailed check,79.72,2882.83,No
CUST02873,Female,0,No,Yes,41,Yes,Fiber optic,Month-to-month,Mailed check,67.7,2776.0,No
CUST02874,Female,0,Yes,No,25,Yes,DSL,Month-to-month,Electronic check,51.13,1330.19,Yes
CUST02875,Female,0,No,No,8,No,Fiber optic,One year,Mailed check,20.34,152.83,No
CUST02876,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Bank transfer,96.45,1756.74,Yes
CUST02877,Female,0,Yes,No,68,Yes,DSL,Month-to-month,Credit card,47.7,3289.11,No
CUST02878,Male,0,No,Yes,48,No,Fiber optic,Month-to-month,Electronic check,52.97,2527.48,Yes
CUST02879,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,Mailed check,104.35,7251.44,Yes
CUST02880,Female,0,Yes,Yes,67,No,Fiber optic,Month-to-month,Bank transfer,25.23,1685.37,No
CUST02881,Male,0,No,No,18,Yes,DSL,Two year,Bank transfer,112.76,1974.95,No
CUST02882,Male,0,No,Yes,18,Yes,DSL,One year,Electronic check,20.14,335.0,No
CUST02883,Male,0,Yes,Yes,56,Yes,Fiber optic,Month-to-month,Electronic check,113.92,6401.62,No
CUST02884,Female,0,Yes,No,23,Yes,No,One year,Mailed check,65.48,1515.1,No
CUST02885,Male,0,No,Yes,35,Yes,DSL,Month-to-month,Mailed check,30.21,1107.24,Yes
CUST02886,Female,0,No,Yes,6,Yes,No,Month-to-month,Credit card,87.42,536.12,No
CUST02887,Female,1,Yes,Yes,26,Yes,Fiber optic,One year,Electronic check,109.59,2810.36,No
CUST02888,Male,0,No,No,61,Yes,Fiber optic,Month-to-month,Electronic check,63.81,3842.57,Yes
CUST02889,Male,1,Yes,No,15,Yes,DSL,Month-to-month,Bank transfer,89.14,1368.49,No
CUST02890,Female,0,Yes,No,32,Yes,DSL,One year,Credit card,117.94,3786.09,No
CUST02891,Male,0,Yes,Yes,12,Yes,DSL,Month-to-month,Mailed check,44.07,519.23,No
CUST02892,Female,1,No,Yes,5,Yes,DSL,Two year,Credit card,102.04,527.14,Yes
CUST02893,Male,0,Yes,Yes,64,Yes,No,One year,Credit card,49.52,3134.07,No
CUST02894,Male,0,Yes,Yes,71,Yes,DSL,One year,Bank transfer,62.63,4324.45,No
CUST02895,Male,0,Yes,No,27,Yes,Fiber optic,Month-to-month,Electronic check,48.18,1353.0,Yes
